DATE,DTWEXM
2013-07-24,76.5971
2013-07-25,76.4820
2013-07-26,76.2125
2013-07-29,76.1225
2013-07-30,76.3000
2013-07-31,76.3379
2013-08-01,76.7693
2013-08-02,76.6438
2013-08-05,76.6089
2013-08-06,76.3636
2013-08-07,76.1403
2013-08-08,75.7145
2013-08-09,75.7771
2013-08-12,75.8759
2013-08-13,76.3892
2013-08-14,76.2797
2013-08-15,76.2561
2013-08-16,76.0466
2013-08-19,75.9941
2013-08-20,75.7850
2013-08-21,76.1674
2013-08-22,76.4708
2013-08-23,76.3938
2013-08-26,76.4720
2013-08-27,76.2634
2013-08-28,76.4364
2013-08-29,76.8947
2013-08-30,77.0156
2013-09-02,.
2013-09-03,77.1378
2013-09-04,76.8683
2013-09-05,77.2439
2013-09-06,76.7215
2013-09-09,76.4425
2013-09-10,76.4955
2013-09-11,76.2943
2013-09-12,76.1183
2013-09-13,76.2802
2013-09-16,75.9352
2013-09-17,75.8849
2013-09-18,75.9091
2013-09-19,75.2753
2013-09-20,75.4186
2013-09-23,75.3298
2013-09-24,75.4414
2013-09-25,75.2936
2013-09-26,75.5464
2013-09-27,75.2496
2013-09-30,75.1935
2013-10-01,75.2495
2013-10-02,75.0209
2013-10-03,74.8607
2013-10-04,75.0307
2013-10-07,75.0337
2013-10-08,75.0383
2013-10-09,75.4509
2013-10-10,75.4630
2013-10-11,75.4592
2013-10-14,.
2013-10-15,75.5979
2013-10-16,75.6153
2013-10-17,74.8022
2013-10-18,74.7180
2013-10-21,74.8410
2013-10-22,74.5269
2013-10-23,74.6405
2013-10-24,74.6755
2013-10-25,74.7973
2013-10-28,74.8499
2013-10-29,74.9940
2013-10-30,75.0040
2013-10-31,75.3804
2013-11-01,75.8158
2013-11-04,75.6371
2013-11-05,75.7861
2013-11-06,75.5629
2013-11-07,75.9587
2013-11-08,76.2562
2013-11-11,.
2013-11-12,76.2498
2013-11-13,76.0229
2013-11-14,76.1136
2013-11-15,76.0106
2013-11-18,75.8135
2013-11-19,75.8915
2013-11-20,76.0138
2013-11-21,76.2372
2013-11-22,76.1310
2013-11-25,76.3630
2013-11-26,76.1717
2013-11-27,76.3365
2013-11-28,.
2013-11-29,76.2060
2013-12-02,76.4854
2013-12-03,76.3022
2013-12-04,76.5582
2013-12-05,76.0863
2013-12-06,76.1912
2013-12-09,76.0775
2013-12-10,.
2013-12-11,75.7402
2013-12-12,76.0825
2013-12-13,76.0636
2013-12-16,75.8953
2013-12-17,75.9864
2013-12-18,76.0346
2013-12-19,76.4793
2013-12-20,76.4481
2013-12-23,76.2129
2013-12-24,76.3311
2013-12-25,.
2013-12-26,76.4029
2013-12-27,76.3240
2013-12-30,76.0452
2013-12-31,76.1421
2014-01-01,.
2014-01-02,76.4260
2014-01-03,76.4948
2014-01-06,76.5215
2014-01-07,76.7806
2014-01-08,77.0161
2014-01-09,77.0904
2014-01-10,76.9301
2014-01-13,76.8045
2014-01-14,76.8901
2014-01-15,77.2014
2014-01-16,77.2249
2014-01-17,77.3780
2014-01-20,.
2014-01-21,77.3517
2014-01-22,77.5699
2014-01-23,77.2629
2014-01-24,77.0342
2014-01-27,77.0484
2014-01-28,77.2545
2014-01-29,77.1836
2014-01-30,77.6308
2014-01-31,77.5941
2014-02-03,77.3548
2014-02-04,77.3861
2014-02-05,77.4233
2014-02-06,77.1615
2014-02-07,77.0710
2014-02-10,77.0372
2014-02-11,76.9699
2014-02-12,77.0049
2014-02-13,76.7440
2014-02-14,76.6076
2014-02-17,.
2014-02-18,76.4516
2014-02-19,76.6246
2014-02-20,76.9714
2014-02-21,76.9908
2014-02-24,76.7365
2014-02-25,76.7323
2014-02-26,77.0502
2014-02-27,76.9047
2014-02-28,76.5390
2014-03-03,76.6062
2014-03-04,76.8497
2014-03-05,76.6941
2014-03-06,76.2899
2014-03-07,76.5370
2014-03-10,76.5703
2014-03-11,76.5542
2014-03-12,76.5197
2014-03-13,76.2038
2014-03-14,76.2135
2014-03-17,76.1372
2014-03-18,76.2344
2014-03-19,76.4289
2014-03-20,77.0467
2014-03-21,76.9266
2014-03-24,76.9537
2014-03-25,76.8940
2014-03-26,76.7680
2014-03-27,76.6186
2014-03-28,76.7372
2014-03-31,76.6267
2014-04-01,76.5809
2014-04-02,76.7442
2014-04-03,76.9370
2014-04-04,76.7472
2014-04-07,76.5827
2014-04-08,76.1626
2014-04-09,76.0568
2014-04-10,75.8249
2014-04-11,75.9416
2014-04-14,76.1601
2014-04-15,76.2336
2014-04-16,76.3490
2014-04-17,76.2569
2014-04-18,76.3858
2014-04-21,76.4592
2014-04-22,76.4151
2014-04-23,76.4061
2014-04-24,76.3594
2014-04-25,76.3353
2014-04-28,76.3370
2014-04-29,76.2961
2014-04-30,76.0492
2014-05-01,76.0854
2014-05-02,76.1282
2014-05-05,76.0115
2014-05-06,75.6645
2014-05-07,75.7175
2014-05-08,75.7546
2014-05-09,76.1464
2014-05-12,76.1646
2014-05-13,76.3088
2014-05-14,76.2502
2014-05-15,76.2404
2014-05-16,76.2315
2014-05-19,76.1559
2014-05-20,76.2763
2014-05-21,76.4822
2014-05-22,76.4536
2014-05-23,76.4879
2014-05-26,.
2014-05-27,76.5466
2014-05-28,76.5922
2014-05-29,76.4580
2014-05-30,76.4505
2014-06-02,76.6675
2014-06-03,76.6785
2014-06-04,76.7542
2014-06-05,76.6955
2014-06-06,76.6459
2014-06-09,76.7179
2014-06-10,76.8393
2014-06-11,76.6970
2014-06-12,76.5622
2014-06-13,76.6742
2014-06-16,76.4505
2014-06-17,76.6061
2014-06-18,76.5920
2014-06-19,76.2929
2014-06-20,76.3054
2014-06-23,76.1756
2014-06-24,76.2585
2014-06-25,76.0454
2014-06-26,76.0602
2014-06-27,75.9147
2014-06-30,75.7123
2014-07-01,75.6811
2014-07-02,75.8060
2014-07-03,75.9433
2014-07-04,.
2014-07-07,75.9870
2014-07-08,75.9451
2014-07-09,75.8670
2014-07-10,75.9094
2014-07-11,76.0593
2014-07-14,76.0460
2014-07-15,76.2454
2014-07-16,76.3329
2014-07-17,76.3008
2014-07-18,76.3269
2014-07-21,76.3024
2014-07-22,76.4769
2014-07-23,76.4726
2014-07-24,76.5247
2014-07-25,76.7712
2014-07-28,76.7133
2014-07-29,76.9616
2014-07-30,77.2840
2014-07-31,77.2063
2014-08-01,77.1301
2014-08-04,77.1807
2014-08-05,77.4409
2014-08-06,77.3369
2014-08-07,77.2807
2014-08-08,77.2866
2014-08-11,77.2732
2014-08-12,77.3689
2014-08-13,77.3755
2014-08-14,77.2942
2014-08-15,77.2219
2014-08-18,77.2932
2014-08-19,77.5529
2014-08-20,77.7343
2014-08-21,77.8051
2014-08-22,77.9544
2014-08-25,78.0904
2014-08-26,78.0966
2014-08-27,77.9372
2014-08-28,77.8764
2014-08-29,77.9776
2014-09-01,.
2014-09-02,78.3587
2014-09-03,78.1998
2014-09-04,78.8074
2014-09-05,78.7697
2014-09-08,79.0468
2014-09-09,79.4370
2014-09-10,79.3746
2014-09-11,79.4497
2014-09-12,79.5433
2014-09-15,79.4974
2014-09-16,79.2236
2014-09-17,79.2843
2014-09-18,79.4921
2014-09-19,79.8223
2014-09-22,79.9205
2014-09-23,79.9367
2014-09-24,80.2143
2014-09-25,80.3703
2014-09-26,80.7703
2014-09-29,80.6812
2014-09-30,81.0756
2014-10-01,80.9928
2014-10-02,80.6819
2014-10-03,81.6336
2014-10-06,81.1335
2014-10-07,80.9357
2014-10-08,80.8064
2014-10-09,80.6583
2014-10-10,80.8601
2014-10-13,.
2014-10-14,80.8926
2014-10-15,80.5238
2014-10-16,80.3286
2014-10-17,80.5278
2014-10-20,80.4982
2014-10-21,80.5279
2014-10-22,80.8094
2014-10-23,80.9594
2014-10-24,80.8109
2014-10-27,80.7399
2014-10-28,80.5117
2014-10-29,80.3787
2014-10-30,81.0528
2014-10-31,81.8583
2014-11-03,82.3088
2014-11-04,82.2142
2014-11-05,82.5232
2014-11-06,82.9246
2014-11-07,82.7461
2014-11-10,82.7006
2014-11-11,.
2014-11-12,82.5341
2014-11-13,82.6806
2014-11-14,82.6243
2014-11-17,82.7956
2014-11-18,82.5553
2014-11-19,82.7301
2014-11-20,82.7627
2014-11-21,82.9417
2014-11-24,83.0047
2014-11-25,82.8118
2014-11-26,82.5859
2014-11-27,.
2014-11-28,83.3705
2014-12-01,82.9377
2014-12-02,83.5228
2014-12-03,83.7594
2014-12-04,83.3877
2014-12-05,84.1257
2014-12-08,84.2190
2014-12-09,83.4866
2014-12-10,83.5567
2014-12-11,83.8522
2014-12-12,83.4711
2014-12-15,83.7107
2014-12-16,83.5181
2014-12-17,83.9100
2014-12-18,84.3150
2014-12-19,84.6676
2014-12-22,84.6852
2014-12-23,85.0083
2014-12-24,84.9349
2014-12-25,.
2014-12-26,.
2014-12-29,85.0006
2014-12-30,84.7628
2014-12-31,85.0652
2015-01-01,.
2015-01-02,85.7577
2015-01-05,86.2016
2015-01-06,86.0471
2015-01-07,86.7411
2015-01-08,86.6519
2015-01-09,86.5625
2015-01-12,86.6687
2015-01-13,86.8629
2015-01-14,86.6097
2015-01-15,86.7050
2015-01-16,86.9265
2015-01-19,.
2015-01-20,87.2325
2015-01-21,87.6474
2015-01-22,88.2320
2015-01-23,88.8135
2015-01-26,88.9330
2015-01-27,88.5382
2015-01-28,88.7602
2015-01-29,89.5227
2015-01-30,89.6269
2015-02-02,89.1999
2015-02-03,88.5294
2015-02-04,88.8298
2015-02-05,88.4552
2015-02-06,89.2113
2015-02-09,89.0743
2015-02-10,89.2924
2015-02-11,89.7245
2015-02-12,88.7701
2015-02-13,88.7433
2015-02-16,.
2015-02-17,.
2015-02-18,89.0590
2015-02-19,88.9089
2015-02-20,88.9910
2015-02-23,89.2486
2015-02-24,89.4719
2015-02-25,88.8158
2015-02-26,89.5837
2015-02-27,89.6803
2015-03-02,89.8570
2015-03-03,89.5246
2015-03-04,90.0960
2015-03-05,.
2015-03-06,91.5446
2015-03-09,91.5574
2015-03-10,92.1990
2015-03-11,93.0910
2015-03-12,92.7449
2015-03-13,93.4008
2015-03-16,93.1269
2015-03-17,93.0676
2015-03-18,92.8928
2015-03-19,92.8746
2015-03-20,91.6875
2015-03-23,90.9113
2015-03-24,90.9800
2015-03-25,90.6375
2015-03-26,90.8036
2015-03-27,91.1357
2015-03-30,91.8314
2015-03-31,92.0599
2015-04-01,91.7881
2015-04-02,91.3544
2015-04-03,90.5271
2015-04-06,90.4251
2015-04-07,91.3037
2015-04-08,91.3470
2015-04-09,92.2056
2015-04-10,92.5812
2015-04-13,92.6684
2015-04-14,91.8438
2015-04-15,91.9237
2015-04-16,90.8353
2015-04-17,90.7097
2015-04-20,90.7896
2015-04-21,90.9402
2015-04-22,91.0597
2015-04-23,90.5004
2015-04-24,90.1308
2015-04-27,89.9196
2015-04-28,89.3190
2015-04-29,88.3547
2015-04-30,89.0096
2015-05-01,89.1848
2015-05-04,89.1789
2015-05-05,88.7973
2015-05-06,88.0236
2015-05-07,88.5882
2015-05-08,88.5252
2015-05-11,88.8918
2015-05-12,88.2035
2015-05-13,87.5127
2015-05-14,87.6232
2015-05-15,87.5059
2015-05-18,88.1553
2015-05-19,89.1839
2015-05-20,89.5066
2015-05-21,89.2143
2015-05-22,89.8915
2015-05-25,.
2015-05-26,90.9928
2015-05-27,91.1925
2015-05-28,91.1521
2015-05-29,90.8242
2015-06-01,91.4334
2015-06-02,90.2311
2015-06-03,89.6853
2015-06-04,89.8962
2015-06-05,90.6846
2015-06-08,90.0514
2015-06-09,89.4579
2015-06-10,89.0339
2015-06-11,89.5025
2015-06-12,89.2021
2015-06-15,89.3301
2015-06-16,89.3969
2015-06-17,89.3945
2015-06-18,88.3599
2015-06-19,88.7238
2015-06-22,88.6982
2015-06-23,89.5408
2015-06-24,89.8757
2015-06-25,89.5816
2015-06-26,89.7886
2015-06-29,89.5423
2015-06-30,89.8171
2015-07-01,90.4411
2015-07-02,90.4697
2015-07-03,.
2015-07-06,90.5940
2015-07-07,91.3568
2015-07-08,90.7657
2015-07-09,91.0129
2015-07-10,90.6362
2015-07-13,91.2646
2015-07-14,91.1964
2015-07-15,91.8313
2015-07-16,92.0911
2015-07-17,92.4188
2015-07-20,92.4286
2015-07-21,92.0637
2015-07-22,92.3620
2015-07-23,92.0648
2015-07-24,92.1666
2015-07-27,91.4854
2015-07-28,91.5680
2015-07-29,91.6246
2015-07-30,92.3826
2015-07-31,91.9203
2015-08-03,92.3936
2015-08-04,92.3620
2015-08-05,92.9313
2015-08-06,92.7097
2015-08-07,92.5141
2015-08-10,92.2482
2015-08-11,92.3403
2015-08-12,91.2120
2015-08-13,91.6863
2015-08-14,91.7807
2015-08-17,91.9286
2015-08-18,92.0601
2015-08-19,92.0872
2015-08-20,91.3110
2015-08-21,90.7105
2015-08-24,89.6952
2015-08-25,90.6506
2015-08-26,90.7639
2015-08-27,91.3240
2015-08-28,91.7719
2015-08-31,91.6432
2015-09-01,91.1948
2015-09-02,91.5646
2015-09-03,91.8858
2015-09-04,91.9256
2015-09-07,.
2015-09-08,91.5025
2015-09-09,91.7519
2015-09-10,91.3142
2015-09-11,91.1705
2015-09-14,91.1326
2015-09-15,91.4077
2015-09-16,90.9984
2015-09-17,91.0359
2015-09-18,90.5877
2015-09-21,91.4764
2015-09-22,91.8303
2015-09-23,91.9342
2015-09-24,91.6035
2015-09-25,91.9362
2015-09-28,91.7470
2015-09-29,91.8065
2015-09-30,92.1031
2015-10-01,91.6013
2015-10-02,91.2300
2015-10-05,91.3642
2015-10-06,90.9780
2015-10-07,90.9149
2015-10-08,90.7481
2015-10-09,90.3207
2015-10-12,.
2015-10-13,90.3162
2015-10-14,89.9491
2015-10-15,89.7123
2015-10-16,90.1586
2015-10-19,90.4193
2015-10-20,90.2639
2015-10-21,90.6328
2015-10-22,91.4164
2015-10-23,92.1375
2015-10-26,91.9033
2015-10-27,92.0949
2015-10-28,91.9116
2015-10-29,92.4444
2015-10-30,91.8307
2015-11-02,91.9118
2015-11-03,92.3006
2015-11-04,92.7765
2015-11-05,92.8565
2015-11-06,93.9096
2015-11-09,93.6996
2015-11-10,94.0156
2015-11-11,.
2015-11-12,93.6685
2015-11-13,93.9256
2015-11-16,94.0410
2015-11-17,94.3209
2015-11-18,94.3881
2015-11-19,93.6043
2015-11-20,94.1390
2015-11-23,94.4826
2015-11-24,94.1376
2015-11-25,94.2719
2015-11-26,.
2015-11-27,94.5733
2015-11-30,94.6528
2015-12-01,94.4438
2015-12-02,94.7289
2015-12-03,93.3590
2015-12-04,93.3429
2015-12-07,93.8651
2015-12-08,93.8934
2015-12-09,93.2645
2015-12-10,93.3286
2015-12-11,93.2573
2015-12-14,93.2336
2015-12-15,93.8606
2015-12-16,93.9207
2015-12-17,94.9732
2015-12-18,94.3910
2015-12-21,94.3218
2015-12-22,93.9978
2015-12-23,94.2356
2015-12-24,93.7658
2015-12-25,.
2015-12-28,93.7863
2015-12-29,94.0060
2015-12-30,94.0808
2015-12-31,94.2472
2016-01-01,.
2016-01-04,94.6663
2016-01-05,94.9326
2016-01-06,95.0333
2016-01-07,94.5770
2016-01-08,94.6521
2016-01-11,94.7270
2016-01-12,95.1846
2016-01-13,95.0987
2016-01-14,95.2875
2016-01-15,95.1338
2016-01-18,.
2016-01-19,95.4751
2016-01-20,95.4884
2016-01-21,95.2326
2016-01-22,95.1776
2016-01-25,.
2016-01-26,.
2016-01-27,94.8540
2016-01-28,94.5195
2016-01-29,95.3746
2016-02-01,94.9287
2016-02-02,94.8171
2016-02-03,93.4923
2016-02-04,92.5278
2016-02-05,93.1859
2016-02-08,92.9784
2016-02-09,92.2250
2016-02-10,92.6147
2016-02-11,91.7650
2016-02-12,92.1875
2016-02-15,.
2016-02-16,92.8133
2016-02-17,92.5043
2016-02-18,92.6647
2016-02-19,92.5236
2016-02-22,92.8785
2016-02-23,93.0056
2016-02-24,92.8815
2016-02-25,92.6798
2016-02-26,93.1882
2016-02-29,93.2101
2016-03-01,93.1934
2016-03-02,93.2026
2016-03-03,92.5766
2016-03-04,92.2166
2016-03-07,92.1180
2016-03-08,92.0882
2016-03-09,91.8408
2016-03-10,91.5824
2016-03-11,91.1559
2016-03-14,91.6314
2016-03-15,91.7412
2016-03-16,92.0399
2016-03-17,89.8565
2016-03-18,89.9368
2016-03-21,90.2985
2016-03-22,90.4955
2016-03-23,91.1568
2016-03-24,91.3394
2016-03-25,91.3881
2016-03-28,91.0155
2016-03-29,90.9598
2016-03-30,89.9472
2016-03-31,89.7171
2016-04-01,89.9376
2016-04-04,89.7926
2016-04-05,90.0674
2016-04-06,89.5687
2016-04-07,89.7561
2016-04-08,89.3861
2016-04-11,89.0725
2016-04-12,88.9600
2016-04-13,89.4546
2016-04-14,89.6290
2016-04-15,89.4733
2016-04-18,89.2632
2016-04-19,88.7208
2016-04-20,88.8875
2016-04-21,89.2060
2016-04-22,89.5893
2016-04-25,89.3710
2016-04-26,89.0395
2016-04-27,89.1455
2016-04-28,88.5884
2016-04-29,87.9695
2016-05-02,87.6219
2016-05-03,88.0097
2016-05-04,88.6156
2016-05-05,88.8924
2016-05-06,88.9463
2016-05-09,89.3943
2016-05-10,89.4658
2016-05-11,88.9053
2016-05-12,89.2289
2016-05-13,89.8038
2016-05-16,89.5386
2016-05-17,89.4604
2016-05-18,89.8005
2016-05-19,90.4491
2016-05-20,90.6609
2016-05-23,90.6591
2016-05-24,90.7168
2016-05-25,90.6110
2016-05-26,90.2362
2016-05-27,90.4700
2016-05-30,.
2016-05-31,90.8375
2016-06-01,90.6212
2016-06-02,90.5316
2016-06-03,89.3204
2016-06-06,89.1211
2016-06-07,88.8895
2016-06-08,88.4402
2016-06-09,88.7943
2016-06-10,89.1121
2016-06-13,89.1662
2016-06-14,89.5384
2016-06-15,89.5294
2016-06-16,89.9058
2016-06-17,89.1302
2016-06-20,88.5785
2016-06-21,88.8066
2016-06-22,88.7177
2016-06-23,88.3633
2016-06-24,89.8117
2016-06-27,90.6334
2016-06-28,90.6604
2016-06-29,90.0971
2016-06-30,90.5840
2016-07-01,89.8920
2016-07-04,.
2016-07-05,90.2657
2016-07-06,90.3601
2016-07-07,90.3247
2016-07-08,90.5723
2016-07-11,90.8928
2016-07-12,90.6943
2016-07-13,90.3969
2016-07-14,90.3870
2016-07-15,90.8164
2016-07-18,90.7627
2016-07-19,91.2104
2016-07-20,91.2993
2016-07-21,91.1923
2016-07-22,91.7229
2016-07-25,91.7101
2016-07-26,91.5145
2016-07-27,91.6858
2016-07-28,91.0166
2016-07-29,90.0325
2016-08-01,90.1440
2016-08-02,89.6752
2016-08-03,89.9403
2016-08-04,90.0254
2016-08-05,90.6646
2016-08-08,90.7712
2016-08-09,90.5007
2016-08-10,90.0560
2016-08-11,89.9869
2016-08-12,89.8341
2016-08-15,89.7295
2016-08-16,89.1298
2016-08-17,89.2555
2016-08-18,88.6645
2016-08-19,88.9845
2016-08-22,89.1167
2016-08-23,89.0277
2016-08-24,89.3029
2016-08-25,89.2849
2016-08-26,89.5294
2016-08-29,90.0603
2016-08-30,90.4284
2016-08-31,90.5736
2016-09-01,90.2592
2016-09-02,90.2863
2016-09-05,.
2016-09-06,89.3205
2016-09-07,89.3795
2016-09-08,89.4610
2016-09-09,89.9972
2016-09-12,89.8663
2016-09-13,90.1175
2016-09-14,90.0495
2016-09-15,90.0282
2016-09-16,90.5795
2016-09-19,90.3828
2016-09-20,90.5188
2016-09-21,90.2977
2016-09-22,89.7054
2016-09-23,90.0937
2016-09-26,89.8734
2016-09-27,90.1880
2016-09-28,90.2273
2016-09-29,89.9109
2016-09-30,89.9324
2016-10-03,90.2320
2016-10-04,90.5212
2016-10-05,90.7060
2016-10-06,91.0422
2016-10-07,91.2990
2016-10-10,.
2016-10-11,91.6609
2016-10-12,92.0748
2016-10-13,91.7452
2016-10-14,91.9004
2016-10-17,91.7494
2016-10-18,91.5885
2016-10-19,91.6420
2016-10-20,92.0592
2016-10-21,92.6081
2016-10-24,92.6690
2016-10-25,92.5881
2016-10-26,92.5207
2016-10-27,92.7911
2016-10-28,92.7324
2016-10-31,92.5634
2016-11-01,92.1047
2016-11-02,91.5726
2016-11-03,91.5800
2016-11-04,91.4468
2016-11-07,91.9947
2016-11-08,91.9786
2016-11-09,92.3532
2016-11-10,92.9838
2016-11-11,.
2016-11-14,94.0770
2016-11-15,93.9808
2016-11-16,94.0024
2016-11-17,94.2742
2016-11-18,94.8995
2016-11-21,94.7331
2016-11-22,94.6755
2016-11-23,95.1429
2016-11-24,.
2016-11-25,95.1500
2016-11-28,94.9240
2016-11-29,94.7906
2016-11-30,95.2186
2016-12-01,94.7229
2016-12-02,94.3916
2016-12-05,94.1473
2016-12-06,94.1672
2016-12-07,93.9442
2016-12-08,94.5114
2016-12-09,94.8394
2016-12-12,94.4962
2016-12-13,94.3169
2016-12-14,94.1979
2016-12-15,96.5689
2016-12-16,95.9966
2016-12-19,96.0422
2016-12-20,96.4316
2016-12-21,96.3222
2016-12-22,96.3475
2016-12-23,96.5085
2016-12-26,.
2016-12-27,96.5532
2016-12-28,96.8665
2016-12-29,96.1354
2016-12-30,95.7228
2017-01-02,.
2017-01-03,96.4677
2017-01-04,95.8582
2017-01-05,94.8563
2017-01-06,95.2662
2017-01-09,95.1949
2017-01-10,95.1519
2017-01-11,95.5418
2017-01-12,94.2860
2017-01-13,94.6160
2017-01-16,.
2017-01-17,93.7910
2017-01-18,94.1644
2017-01-19,94.9218
2017-01-20,.
2017-01-23,93.9656
2017-01-24,93.7379
2017-01-25,93.5492
2017-01-26,94.0485
2017-01-27,94.0567
2017-01-30,93.9170
2017-01-31,93.1296
2017-02-01,93.4308
2017-02-02,93.0435
2017-02-03,93.0757
2017-02-06,93.5664
2017-02-07,93.7855
2017-02-08,93.5912
2017-02-09,93.9951
2017-02-10,93.8859
2017-02-13,94.1476
2017-02-14,94.3873
2017-02-15,94.2478
2017-02-16,93.8243
2017-02-17,94.1042
2017-02-20,.
2017-02-21,94.4839
2017-02-22,94.5610
2017-02-23,94.1067
2017-02-24,94.1098
2017-02-27,93.9239
2017-02-28,94.2571
2017-03-01,94.9469
2017-03-02,95.3927
2017-03-03,95.3553
2017-03-06,95.1199
2017-03-07,95.1694
2017-03-08,95.5706
2017-03-09,95.4857
2017-03-10,95.1503
2017-03-13,94.9650
2017-03-14,95.1233
2017-03-15,95.1207
2017-03-16,94.0680
2017-03-17,94.1110
2017-03-20,94.0280
2017-03-21,93.5905
2017-03-22,93.5687
2017-03-23,93.5848
2017-03-24,93.6096
2017-03-27,93.1641
2017-03-28,93.3219
2017-03-29,93.8584
2017-03-30,93.7755
2017-03-31,93.9602
2017-04-03,94.2513
2017-04-04,94.2803
2017-04-05,94.3187
2017-04-06,94.3417
2017-04-07,94.4898
2017-04-10,94.4544
2017-04-11,94.1967
2017-04-12,94.1018
2017-04-13,93.8762
2017-04-14,93.9068
2017-04-17,93.6275
2017-04-18,93.5421
2017-04-19,93.7998
2017-04-20,93.6269
2017-04-21,93.9117
2017-04-24,93.4586
2017-04-25,93.4020
2017-04-26,93.7173
2017-04-27,93.8124
2017-04-28,93.7181
2017-05-01,93.6654
2017-05-02,93.8566
2017-05-03,93.8125
2017-05-04,93.7814
2017-05-05,93.5496
2017-05-08,93.9024
2017-05-09,94.3259
2017-05-10,94.1926
2017-05-11,94.2705
2017-05-12,94.0251
2017-05-15,93.6873
2017-05-16,93.1841
2017-05-17,92.7036
2017-05-18,92.5967
2017-05-19,92.3337
2017-05-22,92.0623
2017-05-23,92.2403
2017-05-24,92.3422
2017-05-25,92.1251
2017-05-26,92.3492
2017-05-29,.
2017-05-30,92.1991
2017-05-31,92.0418
2017-06-01,92.1922
2017-06-02,91.8898
2017-06-05,91.9058
2017-06-06,91.6332
2017-06-07,91.8562
2017-06-08,91.9670
2017-06-09,92.1431
2017-06-12,92.0530
2017-06-13,91.6638
2017-06-14,91.1360
2017-06-15,91.9876
2017-06-16,91.7442
2017-06-19,91.8890
2017-06-20,92.2444
2017-06-21,92.2739
2017-06-22,92.0618
2017-06-23,91.8673
2017-06-26,91.8277
2017-06-27,91.4237
2017-06-28,90.8114
2017-06-29,90.5163
2017-06-30,90.4944
2017-07-03,90.8407
2017-07-04,.
2017-07-05,90.9656
2017-07-06,90.5818
2017-07-07,90.6492
2017-07-10,90.6762
2017-07-11,90.6760
2017-07-12,90.2647
2017-07-13,90.2874
2017-07-14,89.6880
2017-07-17,89.6741
2017-07-18,89.1491
2017-07-19,89.1698
2017-07-20,88.7977
2017-07-21,88.6051
2017-07-24,88.5352
2017-07-25,88.5346
2017-07-26,88.7099
2017-07-27,88.6385
2017-07-28,88.0258
2017-07-31,87.7956
2017-08-01,87.9734
2017-08-02,87.8010
2017-08-03,87.8085
2017-08-04,88.4988
2017-08-07,88.5006
2017-08-08,88.6933
2017-08-09,88.5767
2017-08-10,88.4728
2017-08-11,88.2082
2017-08-14,88.4014
2017-08-15,88.8301
2017-08-16,88.9058
2017-08-17,88.5046
2017-08-18,88.2971
2017-08-21,88.0065
2017-08-22,88.2393
2017-08-23,88.1140
2017-08-24,88.0586
2017-08-25,87.6737
2017-08-28,87.3242
2017-08-29,87.1448
2017-08-30,87.8242
2017-08-31,87.7545
2017-09-01,87.4804
2017-09-04,.
2017-09-05,87.1537
2017-09-06,86.7000
2017-09-07,86.2076
2017-09-08,86.0101
2017-09-11,86.4788
2017-09-12,86.5772
2017-09-13,87.0028
2017-09-14,86.9873
2017-09-15,86.6068
2017-09-18,86.9160
2017-09-19,86.8230
2017-09-20,86.7341
2017-09-21,87.1658
2017-09-22,87.0324
2017-09-25,87.4735
2017-09-26,87.8973
2017-09-27,88.1217
2017-09-28,88.1359
2017-09-29,88.1008
2017-10-02,88.3967
2017-10-03,88.3622
2017-10-04,88.3142
2017-10-05,88.7147
2017-10-06,88.6593
2017-10-09,.
2017-10-10,88.1728
2017-10-11,88.0957
2017-10-12,88.0685
2017-10-13,87.9750
2017-10-16,88.1144
2017-10-17,88.5293
2017-10-18,88.3596
2017-10-19,88.0974
2017-10-20,88.7482
2017-10-23,88.8414
2017-10-24,88.9578
2017-10-25,89.0475
2017-10-26,89.4866
2017-10-27,90.0419
2017-10-30,89.6960
2017-10-31,89.7401
2017-11-01,89.9123
2017-11-02,89.6387
2017-11-03,89.8262
2017-11-06,89.7156
2017-11-07,89.8949
2017-11-08,89.7042
2017-11-09,89.4057
2017-11-10,.
2017-11-13,89.5331
2017-11-14,89.1425
2017-11-15,89.1045
2017-11-16,89.0313
2017-11-17,88.9155
2017-11-20,89.1893
2017-11-21,89.1177
2017-11-22,88.7161
2017-11-23,.
2017-11-24,88.1531
2017-11-27,88.2549
2017-11-28,88.5525
2017-11-29,88.6792
2017-11-30,88.6542
2017-12-01,88.1787
2017-12-04,88.5380
2017-12-05,88.6075
2017-12-06,88.9141
2017-12-07,89.0360
2017-12-08,89.3369
2017-12-11,89.1300
2017-12-12,89.4931
2017-12-13,89.2519
2017-12-14,89.0225
2017-12-15,89.1218
2017-12-18,88.9388
2017-12-19,89.0689
2017-12-20,88.7856
2017-12-21,88.6088
2017-12-22,88.7430
2017-12-25,.
2017-12-26,88.5227
2017-12-27,88.2974
2017-12-28,87.9068
2017-12-29,87.4741
2018-01-01,.
2018-01-02,87.2663
2018-01-03,87.4423
2018-01-04,87.3561
2018-01-05,87.2176
2018-01-08,87.4709
2018-01-09,87.6932
2018-01-10,87.4798
2018-01-11,87.2656
2018-01-12,86.8613
2018-01-15,.
2018-01-16,86.1829
2018-01-17,86.2379
2018-01-18,86.1659
2018-01-19,86.1844
2018-01-22,86.2499
2018-01-23,86.0020
2018-01-24,85.1294
2018-01-25,84.6338
2018-01-26,84.8181
2018-01-29,85.2290
